$LOC_BLANK,$BRANCH_COUNT,$CALL_PAIRS,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CONDITION_COUNT,$CYCLOMATIC_COMPLEXITY,$CYCLOMATIC_DENSITY,$DECISION_COUNT,$DECISION_DENSITY,$DESIGN_COMPLEXITY,$DESIGN_DENSITY,$EDGE_COUNT,$ESSENTIAL_COMPLEXITY,$ESSENTIAL_DENSITY,$LOC_EXECUTABLE,$PARAMETER_COUNT,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$MAINTENANCE_SEVERITY,$MODIFIED_CONDITION_COUNT,$MULTIPLE_CONDITION_COUNT,$NODE_COUNT,$NORMALIZED_CYLOMATIC_COMPLEXITY,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$NUMBER_OF_LINES,$PERCENT_COMMENTS,$LOC_TOTAL,$<Defective
3,4,3,0,1,0,3,0.15,0,0,3,1,9,1,0,20,1,27.92,10.27,2942.64,0.1,59,0.1,163.48,286.62,0.33,0,0,8,0.12,22,37,15,14,26,4.76,20,0
4,3,2,1,1,4,2,0.13,2,2,2,1,6,1,0,15,0,23.33,6,840,0.05,35,0.17,46.67,140,0.5,1,2,6,0.09,12,23,8,8,23,11.76,16,1
12,5,3,2,13,8,3,0.06,4,2,3,1,13,1,0,51,4,104.59,33.49,117276.02,1.17,545,0.03,6515.33,3502.31,0.33,2,4,12,0.04,253,292,68,18,83,22.73,53,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0
10,13,1,3,7,20,7,0.19,8,2,2,0.29,22,1,0,33,0,13.97,46.44,30142.12,0.22,135,0.02,1674.56,648.99,0.14,6,10,17,0.13,44,91,9,19,55,23.26,36,1
4,13,1,9,0,18,7,0.26,6,3,4,0.57,25,7,1,18,1,18.44,22.5,9335.36,0.14,96,0.04,518.63,414.91,1,6,9,20,0.21,30,66,8,12,33,33.33,27,1
17,3,0,1,4,4,2,0.05,2,2,1,0.5,5,1,0,41,0,34.23,32.5,36155.52,0.37,229,0.03,2008.64,1112.48,0.5,1,2,5,0.03,80,149,16,13,65,10.87,42,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,1,9.06,3.5,110.95,0.01,10,0.29,6.16,31.7,1,0,0,2,0.25,2,8,2,7,4,0,2,0
0,1,1,0,0,0,1,0.33,0,0,1,1,3,1,0,3,0,11.63,2,46.53,0.01,9,0.5,2.58,23.26,1,0,0,4,0.2,4,5,3,3,5,0,3,0
0,6,1,0,0,0,5,0.26,0,0,5,1,12,1,0,19,4,25.77,10.18,2670.15,0.09,54,0.1,148.34,262.33,0.2,0,0,9,0.25,19,35,14,15,20,0,19,0
1,15,2,0,1,0,8,0.47,0,0,5,0.63,29,5,0,17,3,25.48,19.42,9611.44,0.16,95,0.05,533.97,494.9,0.63,0,0,23,0.4,41,54,19,18,20,5.56,17,0
0,5,1,0,0,8,3,0.19,4,2,2,0.67,11,1,0,16,2,20.38,15.68,5012.38,0.11,68,0.06,278.47,319.63,0.33,2,4,10,0.16,23,45,11,15,19,0,16,0
10,7,1,1,2,4,5,0.19,2,2,2,0.4,15,1,0,26,1,27.87,12.27,4193.22,0.11,69,0.08,232.96,341.84,0.2,1,2,12,0.12,23,46,15,16,41,10.34,27,1
3,5,1,1,0,8,3,0.25,4,2,2,0.67,9,1,0,11,1,15.97,11.05,1949.43,0.06,39,0.09,108.3,176.42,0.33,2,4,8,0.18,17,22,10,13,17,8.33,12,1
2,3,1,0,0,4,2,0.4,2,2,2,1,5,1,0,5,0,9.88,5.25,272.43,0.02,15,0.19,15.14,51.89,0.5,1,2,5,0.22,6,9,4,7,9,0,5,0
2,5,2,0,0,0,3,0.43,0,0,2,0.67,11,1,0,7,0,20.95,8.25,1426.24,0.06,40,0.12,79.24,172.88,0.33,0,0,10,0.2,11,29,8,12,15,0,7,0
1,7,3,0,0,0,4,0.44,0,0,3,0.75,16,1,0,9,0,27.11,10.2,2820.14,0.09,62,0.1,156.67,276.48,0.25,0,0,14,0.25,17,45,10,12,16,0,9,0
31,24,2,1,8,14,19,0.24,6,2,18,0.95,58,1,0,79,0,29.08,53.32,82676.06,0.52,267,0.02,4593.11,1550.56,0.05,4,7,41,0.16,86,181,25,31,122,10.23,80,0
18,5,1,4,17,8,3,0.08,4,2,1,0.33,12,1,0,32,2,30.51,27.07,22353.19,0.28,170,0.04,1241.84,825.86,0.33,2,4,11,0.04,58,112,15,14,75,39.62,36,0
19,5,1,2,14,6,3,0.21,2,3,2,0.67,9,3,1,12,4,16.35,23.86,9310.08,0.13,83,0.04,517.23,390.14,1,2,3,8,0.06,35,48,11,15,49,57.14,14,0
8,13,2,2,9,22,7,0.26,10,2,2,0.29,28,3,0,25,0,18.96,42.31,33933.25,0.27,159,0.02,1885.18,802.06,0.43,6,11,23,0.15,55,104,13,20,46,30.56,27,0
1,5,1,0,0,8,3,0.25,4,2,2,0.67,11,1,0,12,0,9.52,10.8,1110.22,0.03,27,0.09,61.68,102.8,0.33,2,4,10,0.2,12,15,5,9,15,0,12,0
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,2,11.65,4,186.42,0.02,13,0.25,10.36,46.6,1,0,0,3,0.25,4,9,4,8,4,0,2,0
5,7,4,0,0,0,4,0.29,0,0,4,1,23,1,0,14,0,36.67,15.67,9000.18,0.19,112,0.06,500.01,574.48,0.25,0,0,21,0.19,47,65,21,14,21,0,14,0
3,5,2,0,0,6,3,0.38,2,3,3,1,9,1,0,8,1,13.24,19.29,4925.8,0.09,55,0.05,273.66,255.41,0.33,2,3,8,0.23,15,40,7,18,13,0,8,0
0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.25,0,1,0,1,4,50,1,0
3,3,1,0,1,4,2,0.29,2,2,2,1,7,1,0,7,0,9.04,6.13,339.02,0.02,16,0.16,18.83,55.35,0.5,1,2,7,0.15,7,9,4,7,13,12.5,7,0
8,5,3,1,1,6,3,0.12,2,3,2,0.67,12,3,1,24,3,18.24,30.58,17051.32,0.19,116,0.03,947.3,557.65,1,2,3,11,0.08,53,63,13,15,38,7.69,25,1
3,3,0,0,0,4,2,0.15,2,2,1,0.5,6,1,0,13,0,12.62,8.8,976.92,0.04,30,0.11,54.27,111.01,0.5,1,2,6,0.11,11,19,5,8,19,0,13,0
24,21,5,7,19,40,11,0.19,20,2,5,0.45,45,1,0,52,0,55.47,20.81,24023.97,0.38,209,0.05,1334.67,1154.42,0.09,10,20,36,0.11,71,138,29,17,104,33.33,59,0
4,1,1,1,2,0,1,0.33,0,0,1,1,2,1,0,2,1,11.62,3,104.61,0.01,11,0.33,5.81,34.87,1,0,0,3,0.09,3,8,3,6,11,60,3,1
15,15,2,2,12,22,8,0.32,8,2,3,0.38,24,5,0,23,0,18.33,33.85,21000.2,0.21,123,0.03,1166.68,620.46,0.63,7,11,18,0.15,44,79,13,20,54,37.84,25,0
1,7,0,0,0,0,4,0.36,0,0,1,0.25,14,1,0,11,0,17.43,12.28,2628.09,0.07,48,0.08,146.01,214.05,0.25,0,0,12,0.29,17,31,9,13,14,0,11,0
2,1,0,1,1,0,1,0.2,0,0,1,1,1,1,0,4,0,15.5,7.5,872.01,0.04,35,0.13,48.44,116.27,1,0,0,2,0.1,10,25,4,6,10,33.33,5,1
7,9,1,6,2,14,5,0.15,6,2,3,0.6,18,4,0,28,2,27.03,17.77,8533.56,0.16,101,0.06,474.09,480.24,0.8,4,7,15,0.11,33,68,13,14,46,22.22,34,1
1,1,0,0,1,0,1,0.05,0,0,1,1,1,1,0,20,3,20.26,91.87,171052.56,0.62,489,0.01,9502.92,1861.8,1,0,0,2,0.04,245,244,8,6,27,4.76,20,0
7,9,2,3,4,16,5,0.19,8,2,4,0.8,20,1,0,23,0,16.34,25.6,10709.48,0.14,89,0.04,594.97,418.34,0.2,4,8,17,0.13,32,57,10,16,39,23.33,26,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,10.57,3,95.1,0.01,10,0.33,5.28,31.7,1,0,0,2,0.25,3,7,3,6,4,0,2,0
6,17,2,3,0,0,9,0.33,0,0,2,0.22,36,5,0,24,2,20.73,30.36,19100.2,0.21,127,0.03,1061.12,629.18,0.56,0,0,29,0.26,50,77,14,17,34,11.11,27,0
1,7,3,0,0,0,4,0.4,0,0,3,0.75,16,1,0,10,0,21.62,13,3654.41,0.09,64,0.08,203.02,281.11,0.25,0,0,14,0.24,16,48,8,13,17,0,10,0
75,1,3,4,36,0,1,0.14,0,0,1,1,4,1,0,3,2,33.3,2,133.22,0.02,18,0.5,7.4,66.61,1,0,0,5,0,9,9,9,4,627,93.02,7,0
4,3,0,0,6,4,2,0.4,2,2,1,0.5,6,1,0,5,0,8.81,10.8,1027.99,0.03,25,0.09,57.11,95.18,0.5,1,2,6,0.12,12,13,5,9,17,54.55,5,0
14,1,9,3,9,0,1,0.08,0,0,1,1,10,1,0,10,0,45.63,4.38,873.48,0.07,47,0.23,48.53,199.65,1,0,0,11,0.03,15,32,12,7,38,54.55,13,1
4,11,2,12,0,20,6,0.18,10,2,2,0.33,27,3,0,22,3,18.18,29.14,15444.09,0.18,108,0.03,858,529.94,0.5,5,10,23,0.14,51,57,14,16,42,35.29,34,1
1,1,0,0,1,0,1,0.13,0,0,1,1,1,1,0,8,3,20.31,24,11696.19,0.16,128,0.04,649.79,487.34,1,0,0,2,0.07,64,64,8,6,15,11.11,8,0
10,5,4,3,6,8,3,0.12,4,2,3,1,17,1,0,22,0,30.3,16.5,8249.42,0.17,104,0.06,458.3,499.96,0.33,2,4,16,0.07,44,60,16,12,43,29.03,25,1
0,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0.17,0,0,0,0,6,0,0,0
1,1,2,0,0,0,1,0.09,0,0,1,1,3,1,0,11,1,34.52,9.82,3329.48,0.11,73,0.1,184.97,339,1,0,0,4,0.07,25,48,14,11,14,0,11,0
2,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,0,9.83,2,39.3,0.01,7,0.5,2.18,19.65,1,0,0,3,0.17,3,4,3,4,6,0,2,0
29,24,20,2,0,0,22,0.29,0,0,22,1,49,1,0,74,0,60.7,21.77,28758.99,0.44,209,0.05,1597.72,1321.28,0.05,0,0,29,0.21,62,147,47,33,107,2.63,76,0
14,9,2,1,25,14,5,0.45,6,2,1,0.2,16,1,0,10,0,19.81,9.82,1909.77,0.06,43,0.1,106.1,194.51,0.2,4,7,13,0.1,18,25,11,12,51,72.22,11,0
1,5,2,0,0,0,3,0.38,0,0,2,0.67,11,1,0,8,0,18.13,7.5,1020,0.05,34,0.13,56.67,136,0.33,0,0,10,0.27,9,25,6,10,11,0,8,0
2,1,0,0,2,0,1,0.02,0,0,1,1,1,1,0,54,0,215.91,13.45,39084.89,0.97,486,0.07,2171.38,2904.96,1,0,0,2,0.02,185,301,55,8,60,3.57,54,0
3,19,8,0,0,30,10,0.29,14,2,6,0.6,53,1,0,35,0,58.13,14.41,12073.37,0.28,150,0.07,670.74,837.74,0.1,8,15,45,0.25,70,80,34,14,40,0,35,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,1,10.75,4,172.08,0.01,12,0.25,9.56,43.02,1,0,0,2,0.25,4,8,4,8,4,0,2,0
10,1,1,1,0,0,1,0.33,0,0,1,1,4,1,0,2,1,12.06,1.5,27.14,0.01,7,0.67,1.51,18.09,1,0,0,5,0.06,3,4,3,3,18,33.33,3,0
38,29,1,11,25,46,15,0.3,18,2,2,0.13,50,12,0,39,1,14.74,67.31,66759.69,0.33,189,0.01,3708.87,991.86,0.8,14,23,37,0.13,70,119,13,25,114,48,50,0
6,7,2,2,7,0,4,0.15,0,0,2,0.5,17,1,0,25,0,21.41,20,8562.11,0.14,96,0.05,475.67,428.11,0.25,0,0,15,0.1,40,56,11,11,42,26.47,27,0
0,3,1,0,0,0,2,0.33,0,0,2,1,6,1,0,6,1,11.86,8.67,890.92,0.03,27,0.12,49.5,102.8,0.5,0,0,6,0.29,13,14,6,8,7,0,6,0
8,11,2,0,4,18,6,0.19,8,2,4,0.67,23,5,0,32,0,34.06,15.11,7772.08,0.17,102,0.07,431.78,514.53,0.83,5,9,19,0.13,41,61,19,14,46,11.11,32,0
3,7,0,0,0,10,4,0.44,4,2,1,0.25,12,3,0,9,0,10.26,13,1734.69,0.04,32,0.08,96.37,133.44,0.75,3,5,10,0.29,13,19,6,12,14,0,9,0
6,3,1,0,1,4,2,0.2,2,2,1,0.5,6,1,0,10,1,19.46,11.79,2703,0.08,55,0.08,150.17,229.35,0.5,1,2,6,0.11,15,40,7,11,19,9.09,10,0
23,1,8,9,3,0,1,0.07,0,0,1,1,9,1,0,5,1,52.7,4.42,1030.06,0.08,49,0.23,57.23,232.99,1,0,0,10,0.02,21,28,19,8,54,70.59,14,0
4,5,2,0,0,8,3,0.21,4,2,3,1,10,1,0,14,0,23.96,9.69,2250.48,0.08,50,0.1,125.03,232.19,0.33,2,4,9,0.15,21,29,13,12,20,0,14,0
6,5,0,1,2,8,3,0.15,4,2,1,0.33,13,1,0,19,0,16.81,27.43,12644.93,0.15,118,0.04,702.5,461.01,0.33,2,4,12,0.1,48,70,7,8,30,13.64,20,0
0,3,1,0,0,0,2,0.29,0,0,1,0.5,6,1,0,7,0,20.44,6.86,961.25,0.05,33,0.15,53.4,140.18,0.5,0,0,6,0.22,8,25,7,12,9,0,7,0
1,3,1,0,0,0,2,0.2,0,0,2,1,7,1,0,10,1,28.04,7.27,1482.91,0.07,48,0.14,82.38,203.9,0.5,0,0,7,0.17,20,28,11,8,12,0,10,0
12,27,1,3,7,0,15,0.41,0,0,6,0.4,57,10,0,34,0,39.17,59.96,140810.71,0.78,396,0.02,7822.82,2348.57,0.67,0,0,44,0.26,151,245,34,27,57,22.73,37,0
3,3,0,0,0,4,2,0.25,2,2,1,0.5,6,1,0,8,0,10.38,9.9,1017.71,0.03,27,0.1,56.54,102.8,0.5,1,2,6,0.15,11,16,5,9,13,0,8,0
0,1,0,0,0,0,1,0.25,0,0,1,1,1,1,0,4,3,16.5,4,264,0.02,22,0.25,14.67,66,1,0,0,2,0.17,8,14,4,4,6,0,4,0
1,3,0,0,0,4,2,0.25,2,2,1,0.5,6,1,0,8,3,18.88,36.9,25706.76,0.23,164,0.03,1428.15,696.66,0.5,1,2,6,0.15,82,82,10,9,13,0,8,0
21,19,3,6,10,32,10,0.2,14,2,5,0.5,39,3,0,44,0,24.34,46.75,53191.17,0.38,211,0.02,2955.06,1137.78,0.3,9,16,31,0.12,85,126,20,22,83,26.67,50,0
20,1,4,6,2,0,1,0.1,0,0,1,1,5,1,0,4,1,32.9,2.78,253.82,0.03,24,0.36,14.1,91.38,1,0,0,6,0.02,10,14,9,5,63,66.67,10,0
2,1,1,0,0,0,1,0.25,0,0,1,1,2,1,0,4,1,15.5,4.5,313.92,0.02,21,0.22,17.44,69.76,1,0,0,3,0.13,6,15,4,6,8,0,4,0
1,3,0,0,0,4,2,0.29,2,2,1,0.5,7,1,0,7,0,12.05,11.9,1706.44,0.05,40,0.08,94.8,143.4,0.5,1,2,7,0.2,17,23,5,7,10,0,7,0
7,1,2,0,9,0,1,0.11,0,0,1,1,4,1,0,9,0,28.4,5.73,931.41,0.05,39,0.17,51.74,162.63,1,0,0,5,0.04,18,21,11,7,27,50,9,0
0,1,1,0,0,0,1,0.5,0,0,1,1,3,1,0,2,0,13.2,7.5,742.43,0.03,26,0.13,41.25,98.99,1,0,0,4,0.2,6,20,4,10,5,0,2,0
1,5,0,0,0,0,3,0.3,0,0,1,0.33,12,1,0,10,1,12.81,10.93,1530,0.05,35,0.09,85,140,0.33,0,0,11,0.25,17,18,7,9,12,0,10,0
4,5,1,5,2,8,3,0.3,4,2,2,0.67,11,1,0,5,1,13.59,16.25,3589.5,0.07,52,0.06,199.42,220.89,0.33,2,4,10,0.17,15,37,6,13,18,58.33,10,0
7,3,2,3,2,4,2,0.17,2,2,2,1,8,1,0,9,1,18.89,9.82,1820.94,0.06,41,0.1,101.16,185.47,0.5,1,2,8,0.09,18,23,11,12,23,35.71,12,1
8,3,3,4,4,4,2,0.13,2,2,1,0.5,8,1,0,11,1,30.01,11.76,4154.21,0.12,70,0.09,230.79,353.11,0.5,1,2,8,0.07,25,45,17,16,29,42.11,15,0
6,3,0,0,4,4,2,0.22,2,2,1,0.5,6,1,0,9,0,13.67,8,875.14,0.04,28,0.13,48.62,109.39,0.5,1,2,6,0.1,8,20,5,10,21,30.77,9,0
15,19,2,22,18,32,10,0.24,14,2,3,0.3,38,6,0,19,1,15.64,64.91,65882.72,0.34,203,0.02,3660.15,1015,0.6,9,16,30,0.13,68,135,11,21,76,67.8,41,1
4,3,1,0,37,0,2,0.13,0,0,1,0.5,6,1,0,15,3,21.82,10.68,2487.99,0.08,49,0.09,138.22,232.99,0.5,0,0,6,0.04,23,26,14,13,57,71.15,15,0
0,3,0,0,0,0,2,1,0,0,1,0.5,6,1,0,0,3,0,0,0,0,0,0,0,0,0.5,0,0,6,0.22,0,0,0,0,9,0,0,0
1,1,0,1,0,0,1,0.33,0,0,1,1,1,1,0,2,1,9.05,2,36.19,0.01,7,0.5,2,18.09,1,0,0,2,0.17,2,5,2,4,6,33.33,3,0
10,9,2,1,6,12,5,0.28,4,3,3,0.6,17,5,1,17,0,21.77,20.31,8977.55,0.15,91,0.05,498.75,442.08,1,4,6,14,0.14,33,58,13,16,36,29.17,18,0
4,1,3,0,6,0,1,0.14,0,0,1,1,5,1,0,7,0,24.22,5,605.57,0.04,31,0.2,33.64,121.11,1,0,0,6,0.05,15,16,9,6,19,46.15,7,0
9,7,3,1,5,12,4,0.15,6,2,4,1,16,1,0,26,0,23.42,21.94,11272.23,0.17,101,0.05,626.23,513.83,0.25,3,6,14,0.09,39,62,16,18,43,18.75,27,1
5,1,0,0,0,0,1,0.13,0,0,1,1,1,1,0,8,0,10.92,9,884.41,0.03,31,0.11,49.13,98.27,1,0,0,2,0.07,9,22,3,6,15,0,8,0
1,13,3,0,0,0,7,0.35,0,0,6,0.86,32,1,0,20,0,32.91,21.85,15707.85,0.24,137,0.05,872.66,718.97,0.14,0,0,27,0.3,67,70,23,15,23,0,20,0
2,1,0,3,0,0,1,0.17,0,0,1,1,1,1,0,3,0,17.58,6,632.92,0.04,27,0.17,35.16,105.49,1,0,0,2,0.1,8,19,6,9,10,50,6,1
0,3,0,0,0,0,2,0.4,0,0,1,0.5,5,1,0,5,2,16.21,4.2,286.08,0.02,19,0.24,15.89,68.11,0.5,0,0,5,0.33,6,13,5,7,6,0,5,0
10,5,10,2,4,8,3,0.08,4,2,2,0.67,21,1,0,35,1,52.91,18.67,18434.83,0.33,182,0.05,1024.16,987.58,0.33,2,4,20,0.06,63,119,27,16,53,14.63,37,0
1,11,2,0,0,0,6,0.5,0,0,5,0.83,26,1,0,12,0,17.37,17.5,5320,0.1,76,0.06,295.56,304,0.17,0,0,22,0.32,21,55,6,10,19,0,12,0
4,7,3,0,1,12,4,0.27,6,2,4,1,14,1,0,15,0,24.61,11.25,3115.18,0.09,57,0.09,173.07,276.9,0.25,3,6,12,0.18,21,36,14,15,22,6.25,15,0
0,3,2,0,0,0,2,1,0,0,2,1,7,1,0,0,2,0,0,0,0,0,0,0,0,0.5,0,0,7,0.18,0,0,0,0,11,0,0,0
6,5,1,0,1,6,3,0.27,2,3,2,0.67,9,3,1,11,0,19.95,9.55,1817.44,0.06,41,0.1,100.97,190.4,1,2,3,8,0.15,15,26,11,14,20,8.33,11,0
2,11,1,0,0,0,6,0.67,0,0,3,0.5,23,3,0,9,2,9.17,25,5733.65,0.08,55,0.04,318.54,229.35,0.5,0,0,19,0.5,25,30,6,12,12,0,9,0
6,5,1,1,5,8,3,0.19,4,2,2,0.67,10,1,0,15,1,16.6,11.38,2148.39,0.06,43,0.09,119.36,188.87,0.33,2,4,9,0.1,14,29,8,13,29,28.57,16,1
2,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,2,14.99,3,134.92,0.01,13,0.33,7.5,44.97,1,0,0,3,0.2,5,8,5,6,5,0,2,0
5,1,2,0,1,0,1,0.17,0,0,1,1,3,1,0,6,1,19.22,6.19,735.95,0.04,28,0.16,40.89,118.94,1,0,0,4,0.07,9,19,8,11,14,14.29,6,0
2,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,0,18.13,7.5,1020,0.05,34,0.13,56.67,136,0.33,0,0,10,0.21,9,25,6,10,14,0,6,0
39,69,1,25,44,118,35,0.29,50,2,2,0.06,123,3,0,95,0,32.04,79.2,200997.63,0.85,452,0.01,11166.53,2537.85,0.09,34,59,90,0.17,165,287,25,24,205,42.07,120,0
0,1,2,0,0,0,1,0.2,0,0,1,1,3,1,0,5,1,18.28,5,456.88,0.03,24,0.2,25.38,91.38,1,0,0,4,0.14,10,14,7,7,7,0,5,0
16,108,18,6,9,0,56,0.41,0,0,42,0.75,241,42,0,129,2,65.73,84.55,469829.8,1.85,842,0.01,26101.66,5557.13,0.75,0,0,187,0.35,360,482,66,31,161,10.42,135,0
3,1,0,1,0,0,1,0.25,0,0,1,1,1,1,0,3,0,11.58,2.67,82.35,0.01,11,0.38,4.57,30.88,1,0,0,2,0.1,4,7,3,4,10,25,4,1
5,1,1,0,1,0,1,0.14,0,0,1,1,2,1,0,7,1,18.52,6.75,843.89,0.04,32,0.15,46.88,125.02,1,0,0,3,0.07,9,23,6,9,15,12.5,7,0
31,7,4,8,23,10,4,0.14,4,2,3,0.75,16,3,0,21,2,30.02,21.27,13585.43,0.21,120,0.05,754.75,638.63,0.75,3,5,14,0.05,52,68,22,18,84,59.62,29,0
9,1,0,4,4,0,1,0.05,0,0,1,1,1,1,0,15,0,39.41,17,11388.28,0.22,155,0.06,632.68,669.9,1,0,0,2,0.03,51,104,12,8,34,34.78,19,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,0
6,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,9.83,2,39.3,0.01,7,0.5,2.18,19.65,1,0,0,3,0.1,3,4,3,4,10,50,2,0
3,1,1,0,0,0,1,0.14,0,0,1,1,2,1,0,7,1,18.28,5,456.88,0.03,24,0.2,25.38,91.38,1,0,0,3,0.08,10,14,7,7,12,0,7,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,0
1,3,1,0,0,0,2,1,0,0,2,1,7,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,0.5,0,0,7,0.4,1,3,1,3,5,0,2,0
7,19,1,0,4,36,10,0.22,18,2,6,0.6,41,1,0,46,0,29.4,30.64,27606.4,0.3,194,0.03,1533.69,900.91,0.1,9,18,33,0.17,78,116,14,11,59,8,46,0
11,23,1,5,8,44,12,0.31,22,2,2,0.17,48,1,0,34,1,27.19,44.24,53214.67,0.4,210,0.02,2956.37,1202.86,0.08,11,22,38,0.2,79,131,25,28,60,27.66,39,0
3,1,2,0,0,0,1,0.1,0,0,1,1,6,1,0,10,2,34.26,3.82,499.41,0.04,32,0.26,27.75,130.8,1,0,0,7,0.07,14,18,11,6,14,0,10,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,0
24,9,2,5,15,16,5,0.22,8,2,3,0.6,17,1,0,18,1,15.77,32.31,16460.25,0.17,101,0.03,914.46,509.48,0.2,4,8,14,0.08,42,59,13,20,63,52.63,23,0
4,1,1,1,1,0,1,0.17,0,0,1,1,2,1,0,5,1,13.88,5.6,435.17,0.03,21,0.18,24.18,77.71,1,0,0,3,0.08,7,14,5,8,13,28.57,6,1
3,3,2,0,0,4,2,0.25,2,2,2,1,6,1,0,8,1,20.15,6,725.57,0.04,29,0.17,40.31,120.93,0.5,1,2,6,0.15,12,17,9,9,13,0,8,0
19,27,3,3,17,40,14,0.44,14,2,5,0.36,40,6,0,29,0,24.53,33.19,27014.43,0.27,160,0.03,1500.8,813.99,0.43,13,20,28,0.2,59,101,16,18,70,40.82,32,0
7,7,0,1,3,12,4,0.21,6,2,1,0.25,13,3,0,18,2,19.14,14,3750.95,0.09,57,0.07,208.39,267.93,0.75,3,6,11,0.13,24,33,12,14,31,18.18,19,0
0,9,0,0,0,0,5,0.83,0,0,1,0.2,13,5,1,6,1,18.02,6.29,712.17,0.04,29,0.16,39.57,113.3,1,0,0,10,0.71,11,18,7,8,7,0,6,0
13,5,3,0,6,8,3,0.18,4,2,2,0.67,16,1,0,17,0,30.55,13.33,5430.29,0.14,83,0.08,301.68,407.27,0.33,2,4,15,0.08,40,43,18,12,38,26.09,17,0
4,3,0,1,0,4,2,0.33,2,2,1,0.5,6,1,0,5,1,10.88,5.6,341.29,0.02,17,0.18,18.96,60.94,0.5,1,2,6,0.17,8,9,5,7,12,16.67,6,0
5,1,3,0,0,0,1,0.1,0,0,1,1,4,1,0,10,0,31.98,5,799.56,0.05,37,0.2,44.42,159.91,1,0,0,5,0.03,15,22,12,8,38,0,10,0
14,6,4,2,4,4,4,0.13,2,2,4,1,15,1,0,29,1,29.51,15,6639.14,0.15,87,0.07,368.84,442.61,0.25,1,2,13,0.08,30,57,17,17,51,17.14,31,1
0,3,0,0,0,4,2,0.5,2,2,1,0.5,5,1,0,4,1,3.4,22.5,1719.1,0.03,23,0.04,95.51,76.4,0.5,1,2,5,0.33,5,18,1,9,6,0,4,0
13,3,6,0,6,4,2,0.11,2,2,2,1,13,1,0,19,0,41.39,9.75,3934.63,0.13,80,0.1,218.59,403.55,0.5,1,2,13,0.05,39,41,22,11,40,24,19,0
1,7,3,0,0,0,4,0.36,0,0,2,0.5,14,3,0,11,1,24.22,12.71,3909.7,0.1,61,0.08,217.21,307.71,0.75,0,0,12,0.31,27,34,17,16,13,0,11,0
13,1,1,1,9,0,1,0.09,0,0,1,1,2,1,0,10,2,30.05,9.31,2603.2,0.09,61,0.11,144.62,279.68,1,0,0,3,0.03,22,39,13,11,34,50,11,0
2,7,0,0,0,0,4,0.5,0,0,1,0.25,13,4,1,8,2,7.5,12,1079.34,0.03,26,0.08,59.96,89.95,1,0,0,11,0.33,9,17,3,8,12,0,8,0
1,5,1,0,0,4,3,0.23,2,2,2,0.67,10,1,0,13,1,17.72,8.91,1406.67,0.05,34,0.11,78.15,157.89,0.33,1,2,9,0.19,14,20,11,14,16,0,13,0
9,7,2,0,3,10,4,0.25,4,2,3,0.75,13,3,0,16,0,23.57,16.39,6334.65,0.13,78,0.06,351.92,386.43,0.75,3,5,11,0.13,27,51,14,17,30,15.79,16,0
3,5,1,1,0,8,3,0.27,4,2,2,0.67,8,1,0,10,0,22.99,4.44,454.16,0.03,25,0.23,25.23,102.19,0.33,2,4,7,0.19,10,15,9,8,16,9.09,11,1
6,1,1,0,1,0,1,0.1,0,0,1,1,2,1,0,10,1,21.06,8.36,1470.86,0.06,44,0.12,81.71,176,1,0,0,3,0.05,13,31,7,9,19,9.09,10,0
10,49,12,2,4,0,25,0.18,0,0,22,0.88,135,19,0,139,2,81.59,55.46,250956.7,1.51,706,0.02,13942.04,4525.03,0.76,0,0,112,0.16,299,407,62,23,156,4.14,141,0
